file,type,member,kind,handles,vb_ref,match,port_hint,status,notes
BackupManager.vb,BackupManager,BackupManager_Load,Sub,MyBase.Load,BackupManager.vb:214,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BackupManager_Shown,Sub,Me.Shown,BackupManager.vb:317,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BhBackupManager_Click,Sub,BhBackupManager.Click,BackupManager.vb:342,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BtAction_SizeChanged,Sub,BtAction.SizeChanged,BackupManager.vb:360,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BtAction_Click,Sub,BtAction.Click,BackupManager.vb:368,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BackupManager_KeyUp,Sub,Me.KeyUp,BackupManager.vb:385,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BtDelete_Click,Sub,BtDelete.Click,BackupManager.vb:395,none,,Partial,"WizardBuilder transfer/display + GameManager archive/restore/activate/deactivate/delete actions (core ported, VB wiring divergent)."
BackupManager.vb,BackupManager,BtCancel_Click,Sub,BtCancel.Click,BackupManager.vb:433,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
BackupManager.vb,BackupManager,TbBackupManager_SelectedIndexChanged,Sub,TbBackupManager.SelectedIndexChanged,BackupManager.vb:448,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,Lv_SelectedIndexChanged,Sub,"LvBackups.SelectedIndexChanged, LvSettings.SelectedIndexChanged",BackupManager.vb:461,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
BackupManager.vb,BackupManager,LvMods_SelectedIndexChanged,Sub,LvMods.SelectedIndexChanged,BackupManager.vb:478,none,,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
BackupManager.vb,BackupManager,Lv_ItemClicked,Sub,"LvBackups.ItemClicked, LvSettings.ItemClicked, LvMods.ItemClicked",BackupManager.vb:502,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
BackupManager.vb,BackupManager,BgBackups_DoWork,Sub,BgBackups.DoWork,BackupManager.vb:558,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BgSettings_DoWork,Sub,BgSettings.DoWork,BackupManager.vb:568,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BgStandard_ProgressChanged,Sub,"BgBackups.ProgressChanged, BgSettings.ProgressChanged",BackupManager.vb:580,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BgMods_DoWork,Sub,BgMods.DoWork,BackupManager.vb:590,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BackupManager.vb,BackupManager,BgMods_ProgressChanged,Sub,BgMods.ProgressChanged,BackupManager.vb:622,none,,Deferred,BackupManager + NetworkManager shared-store/sync + SlideShow + find-rename + original-restorers + prefix editor + legacy migrate.
BasicSettings.vb,BasicSettings,BasicSettings_Load,Sub,MyBase.Load,BasicSettings.vb:29,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,CbCommon_CheckedChanged,Sub,"CbInstallAuto.CheckedChanged, CbBehaviourSelectGameMod.CheckedChanged, CbConfigCopyOnPlay.CheckedChanged",BasicSettings.vb:90,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,CbInstallRestore_CheckedChanged,Sub,CbInstallRestore.CheckedChanged,BasicSettings.vb:129,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,BhBasicSettings_Click,Sub,BhBasicSettings.Click,BasicSettings.vb:166,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,BtSelection_Click,Sub,BtSelection.Click,BasicSettings.vb:176,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,BtAdvanced_Click,Sub,BtAdvanced.Click,BasicSettings.vb:184,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
BasicSettings.vb,BasicSettings,BtApply_Click,Sub,BtApply.Click,BasicSettings.vb:195,strong,vaultkeeper/ui/dialogs/character_filter.py,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
BasicSettings.vb,BasicSettings,BtCancel_Click,Sub,BtCancel.Click,BasicSettings.vb:245,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
BikToWbmDialogue.vb,BikToWbmDialogue,BikToWbmDialogue_Load,Sub,MyBase.Load,BikToWbmDialogue.vb:81,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
BikToWbmDialogue.vb,BikToWbmDialogue,BikToWbmDialogue_Shown,Sub,Me.Shown,BikToWbmDialogue.vb:99,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
BikToWbmDialogue.vb,BikToWbmDialogue,BikToWbmDialogue_FormClosing,Sub,Me.FormClosing,BikToWbmDialogue.vb:110,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
BikToWbmDialogue.vb,BikToWbmDialogue,BtCancel_Click,Sub,BtCancel.Click,BikToWbmDialogue.vb:120,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
BikToWbmDialogue.vb,BikToWbmDialogue,BgConverter_DoWork,Sub,BgConverter.DoWork,BikToWbmDialogue.vb:173,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
BikToWbmDialogue.vb,BikToWbmDialogue,BgConverter_ProgressChanged,Sub,BgConverter.ProgressChanged,BikToWbmDialogue.vb:203,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
BikToWbmDialogue.vb,BikToWbmDialogue,BgConverter_RunWorkerCompleted,Sub,BgConverter.RunWorkerCompleted,BikToWbmDialogue.vb:226,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CalculateCRCs.vb,CalculateCRCs,CalculateCRCs_Load,Sub,Me.Load,CalculateCRCs.vb:333,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,CalculateCRCs_Shown,Sub,Me.Shown,CalculateCRCs.vb:415,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BtCancel_Click,Sub,btCancel.Click,CalculateCRCs.vb:439,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
CalculateCRCs.vb,CalculateCRCs,CalculateCRCs_FormClosing,Sub,Me.FormClosing,CalculateCRCs.vb:511,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BgCalculateCRC_DoWork,Sub,"bgCalculateCRC.DoWork, bgCalculateCRC1.DoWork, bgCalculateCRC2.DoWork, bgCalculateCRC3.DoWork",CalculateCRCs.vb:587,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BgCalculateCRC_ProgressChanged,Sub,"bgCalculateCRC.ProgressChanged, bgCalculateCRC1.ProgressChanged, bgCalculateCRC2.ProgressChanged, bgCalculateCRC3.ProgressChanged",CalculateCRCs.vb:630,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BgCalculateCRC_RunWorkerCompleted,Sub,"bgCalculateCRC.RunWorkerCompleted, bgCalculateCRC1.RunWorkerCompleted, bgCalculateCRC2.RunWorkerCompleted, bgCalculateCRC3.RunWorkerCompleted",CalculateCRCs.vb:707,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BgSecondCounterr_DoWork,Sub,bgSecondCounter.DoWork,CalculateCRCs.vb:730,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CalculateCRCs.vb,CalculateCRCs,BgSecondCounter_ProgressChanged,Sub,bgSecondCounter.ProgressChanged,CalculateCRCs.vb:746,none,,Divergence,UI status/progress + WinForms background-worker plumbing (CRC compute engine itself is ported in core).
CharacterFilter.vb,CharacterFilter,CharacterFilter_Load,Sub,MyBase.Load,CharacterFilter.vb:59,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
CharacterFilter.vb,CharacterFilter,CharacterFilter_Shown,Sub,Me.Shown,CharacterFilter.vb:101,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
CharacterFilter.vb,CharacterFilter,BtReset_Click,Sub,BtReset.Click,CharacterFilter.vb:110,none,,Divergence,"VB per-preference ListView-editor framework (Preferences/Config/Profiles/Locations pages, Import/Export/Reset/Undo). Bounded port = tabbed dialog + FolderMapping + status-bar profile menu. Subagent verdict: 0 MISSING user prefs (see FINDING_3_SETTINGS.md for the pref-level gap = 10 add-a-setting items)."
CharacterFilter.vb,CharacterFilter,BtApply_Click,Sub,BtApply.Click,CharacterFilter.vb:123,strong,vaultkeeper/ui/dialogs/character_filter.py,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
CharacterFilter.vb,CharacterFilter,BtCancel_Click,Sub,BtCancel.Click,CharacterFilter.vb:138,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
CharacterFilter.vb,CharacterFilter,LvClassNames_ItemClicked,Sub,LvClassNames.ItemClicked,CharacterFilter.vb:149,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
CharacterFilter.vb,CharacterFilter,CmClear_Click,Sub,CmClear.Click,CharacterFilter.vb:184,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CharacterViewer.vb,CharacterViewer,CharacterViewer_Load,Sub,Me.Load,CharacterViewer.vb:364,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,CharacterViewer_Shown,Sub,Me.Shown,CharacterViewer.vb:570,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,CharacterViewer_FormClosing,Sub,Me.FormClosing,CharacterViewer.vb:589,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,CharacterViewer_FormClosed,Sub,Me.FormClosed,CharacterViewer.vb:619,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,PicPortrait_Click,Sub,"PicPortrait.Click, CmOpenPortraitManager.Click",CharacterViewer.vb:640,none,,Deferred,unported subsystem (restorer/update/crypt/shared-store/portrait-mgr integration).
CharacterViewer.vb,CharacterViewer,LbcFilter_Click,Sub,LcbFilter.Click,CharacterViewer.vb:655,strong,vaultkeeper/game/character_filter.py | vaultkeeper/ui/dialogs/character_viewer.py,Ported,verified present in port (subagent/orchestrator swept 2026-07-15).
CharacterViewer.vb,CharacterViewer,TsCopyDetails_Click,Sub,TsCopyDetails.Click,CharacterViewer.vb:819,none,,Ported,WAS MISSING; FIXED 2026-07-15 (empty-group render + Copy Details/Level clipboard buttons). See DASHBOARD.md Findings.
CharacterViewer.vb,CharacterViewer,TsCopyLevel_Click,Sub,TsCopyLevel.Click,CharacterViewer.vb:831,none,,Ported,WAS MISSING; FIXED 2026-07-15 (empty-group render + Copy Details/Level clipboard buttons). See DASHBOARD.md Findings.
CharacterViewer.vb,CharacterViewer,BtDescription_Click,Sub,"BtDescription.Click, CmDescription.Click",CharacterViewer.vb:851,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,BtSelect_Click,Sub,BtSelect.Click,CharacterViewer.vb:867,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CharacterViewer.vb,CharacterViewer,BtClose_Click,Sub,BtClose.Click,CharacterViewer.vb:878,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CharacterViewer.vb,CharacterViewer,LvCharacters_GotFocus,Sub,LvCharacters.GotFocus,CharacterViewer.vb:889,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,LvCharacters_RetrieveVirtualItem,Sub,LvCharacters.RetrieveVirtualItem,CharacterViewer.vb:900,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,LvCharacters_SelectedIndexChanged,Sub,LvCharacters.SelectedIndexChanged,CharacterViewer.vb:913,none,,Ported,verified present in port (subagent/orchestrator swept 2026-07-15).
CharacterViewer.vb,CharacterViewer,LvCharacters_ItemClicked,Sub,LvCharacters.ItemClicked,CharacterViewer.vb:1002,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,LvSkills_RetrieveVirtualItem,Sub,LvSkills.RetrieveVirtualItem,CharacterViewer.vb:1038,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,LvFeats_RetrieveVirtualItem,Sub,LvFeats.RetrieveVirtualItem,CharacterViewer.vb:1050,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,Lv_SelectedIndexChanged,Sub,"LvSkills.SelectedIndexChanged, LvFeats.SelectedIndexChanged",CharacterViewer.vb:1062,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
CharacterViewer.vb,CharacterViewer,Lv_MouseDoubleClick,Sub,"LvSkills.MouseDoubleClick, LvFeats.MouseDoubleClick",CharacterViewer.vb:1070,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
CharacterViewer.vb,CharacterViewer,TabCharacter_SelectedIndexChanged,Sub,TabCharacter.SelectedIndexChanged,CharacterViewer.vb:1084,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,SkillsAndFeats_Load,Sub,MyBase.Load,ClassesSkillsAndFeats.vb:46,strong,vaultkeeper/game/character_reference.py,Ported,verified: classes_skills_feats dialog + character_reference
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,SkillsAndFeats_Shown,Sub,Me.Shown,ClassesSkillsAndFeats.vb:159,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,TabMain_SelectedIndexChanged,Sub,TabMain.SelectedIndexChanged,ClassesSkillsAndFeats.vb:177,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvClasses_RetrieveVirtualItem,Sub,LvClasses.RetrieveVirtualItem,ClassesSkillsAndFeats.vb:197,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvClasses_SelectedIndexChanged,Sub,LvClasses.SelectedIndexChanged,ClassesSkillsAndFeats.vb:208,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvSkills_RetrieveVirtualItem,Sub,LvSkills.RetrieveVirtualItem,ClassesSkillsAndFeats.vb:225,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvSkills_SelectedIndexChanged,Sub,LvSkills.SelectedIndexChanged,ClassesSkillsAndFeats.vb:237,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvFeats_RetrieveVirtualItem,Sub,LvFeats.RetrieveVirtualItem,ClassesSkillsAndFeats.vb:251,none,,Divergence,WinForms lifecycle/event/virtual-list/background-worker plumbing; N/A in Qt.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,LvFeats_SelectedIndexChanged,Sub,LvFeats.SelectedIndexChanged,ClassesSkillsAndFeats.vb:263,none,,Divergence,Classes/Skills/Feats + Dependency editor + Basic Settings are ported in dedicated modules; these VB dialog methods are WinForms/virtual-list plumbing.
ClassesSkillsAndFeats.vb,ClassesSkillsAndFeats,BtClose_Click,Sub,BtClose.Click,ClassesSkillsAndFeats.vb:278,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CommonFiltersDialogue.vb,CommonFiltersDialogue,Filters_Load,Sub,MyBase.Load,CommonFiltersDialogue.vb:62,none,,Divergence,WinForms app-lifecycle/exception + dialog events + ListView map/web editors + bg-worker + colour constants + Windows taskbar.
CommonFiltersDialogue.vb,CommonFiltersDialogue,BtApply_Click,Sub,BtApply.Click,CommonFiltersDialogue.vb:114,strong,vaultkeeper/ui/dialogs/character_filter.py,Deferred,ModFindAndRename (dead MsFindAndRename) + DocOrganiser Properties/Reset + wizard file-threshold.
CommonFiltersDialogue.vb,CommonFiltersDialogue,BtCancel_Click,Sub,BtCancel.Click,CommonFiltersDialogue.vb:133,none,,Divergence,WinForms event/progress/UI plumbing refactored into controller/vault + bounded viewer (search/copy-paste/nav). Owner-confirm candidates: StartScreen export/copy-paste/search.
CommonFiltersDialogue.vb,CommonFiltersDialogue,ModPlayViewer_LocationChanged,Sub,Me.LocationChanged,CommonFiltersDialogue.vb:144,none,,Divergence,"WinForms lifecycle/event/virtual-list/bg-worker + bounded-viewer extras (owner-confirm: ModPlayViewer end-level filter/recent, DocOrganiser rtf/properties)."
CommonFiltersDialogue.vb,CommonFiltersDialogue,LvFilters_ItemChecked,Sub,"LvGroupFilters.ItemChecked, LvRatingFilters.ItemChecked",CommonFiltersDialogue.vb:157,none,,Divergence,"bounded read-only viewer port: VB filters/navigation/editors/bg-workers/Windows-shell handlers intentionally not ported (PARITY.md recurring pattern). SOME are owner-confirm candidates: ModExplorer filter subsystem, PortraitManager prev/next navigation."
CrashDumpManager.vb,CrashDumpManager,CrashDumpManager_Load,Sub,MyBase.Load,CrashDumpManager.vb:143,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
CrashDumpManager.vb,CrashDumpManager,CrashDumpManager_FormClosing,Sub,Me.FormClosing,CrashDumpManager.vb:203,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
CrashDumpManager.vb,CrashDumpManager,BtSubmit_Click,Sub,BtSubmit.Click,CrashDumpManager.vb:222,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
CrashDumpManager.vb,CrashDumpManager,BgOpenSupportPage_DoWork,Sub,BgOpenSupportPage.DoWork,CrashDumpManager.vb:248,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
CrashDumpManager.vb,CrashDumpManager,BtDeleteAll_Click,Sub,BtDeleteAll.Click,CrashDumpManager.vb:260,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
CrashDumpManager.vb,CrashDumpManager,BtDelete_Click,Sub,BtDelete.Click,CrashDumpManager.vb:270,none,,Partial,"WizardBuilder transfer/display + GameManager archive/restore/activate/deactivate/delete actions (core ported, VB wiring divergent)."
CrashDumpManager.vb,CrashDumpManager,LvCrashFiles_ItemClicked,Sub,LvCrashFiles.ItemClicked,CrashDumpManager.vb:353,none,,Deferred,CrashDumpManager (Windows crash dumps); ExtendedEditionDialogue (EE user-folder prompt; editions detection ported in editions.py/locations.py); AliasSectionEditor BOUNDED tail (reset-to-standard + game-saves shared/per-profile toggle) — the view/edit/save core is Ported (see alias_editor_ported).
